0,150.002
1,150.001
2,150.002
3,-150.001
4,-150.002
5,-150.001
6,150.002
7,150.001
8,150.002
9,-150.001
10,-150.002
11,-150.001
12,150.002
13,150.001
14,150.002
15,-150.001
16,-150.002
17,-150.001
18,150.002
19,150.002
20,150.001
21,150.002
22,-150.002
23,-150.001
24,-150.002
25,-150.001
26,150.002
27,150.001
28,150.002
29,-150.001
30,-150.002
31,-150.001
32,150.002
33,150.002
34,150.002
35,150.002
36,150.002
37,150.001
38,150.002
39,-150.001
40,-150.002
41,-150.002
42,-150.002
43,150.002
44,-150.002
45,150.002
46,-150.002
47,-150.001
48,-150.002
49,-150.001
50,150.002
51,150.002
52,150.001
53,150.002
54,-150.002
55,-150.001
56,-150.002
57,-150.001
58,150.002
59,150.001
60,150.002
61,-150.001
62,-150.002
63,-150.001
64,150.002
65,150.001
66,150.002
67,150.002
68,150.001
69,150.002
70,-150.002
71,-150.002
72,-150.002
73,150.002
74,150.002
75,150.002
76,150.002
77,150.001
78,150.002
79,150.002
80,150.001
81,150.002
82,-150.001
83,-150.002
84,-150.001
85,150.002
86,150.001
87,150.002
88,-1.59713e-05
89,150.001
90,-9.17329e-06
91,-150.001
92,-150.002
93,-150.001
94,-150.002
95,-150.001
96,-150.002
97,-150.001
98,-150.001
99,-150.002
100,-150.001
101,150.002
102,150.001
103,150.002
104,-150.001
105,-150.002
106,-150.001
107,150.002
108,150.001
109,150.002
110,-150.001
111,-150.002
112,-150.001
113,150.002
114,150.001
115,150.002
116,-150.001
117,-150.002
118,-150.001
119,-150.002
120,-150.002
121,-150.002
122,150.002
123,150.001
124,150.002
125,-150.001
126,-150.002
127,-150.001
128,150.002
129,150.002
130,150.002
131,-150.001
132,-150.002
133,-150.001
134,150.002
135,150.002
136,150.001
137,150.002
138,-150.002
139,-150.001
140,-150.002
141,-150.001
142,150.002
143,150.002
144,150.001
145,150.002
146,-150.001
147,-150.002
148,-150.001
149,150.002
150,150.001
151,150.002
152,2.32204e-05
153,-150.002
154,1.79594e-05
155,150.002
156,-150.002
157,150.001
158,150.002
159,150.002
160,-150.002
161,-150.002
162,-150.002
163,-150.002
164,-150.001
165,-150.001
166,150.002
167,150.002
168,150.002
169,-150.002
170,-150.002
171,-150.002
172,150.002
173,150.002
174,150.002
175,-150.002
176,-150.002
177,-150.002
178,150.002
179,150.002
180,150.002
181,-150.001
182,-150.001
183,-150.001
184,150.002
185,150.002
186,150.002
187,-150.001
188,-150.001
189,-150.001
190,150.002
191,150.002
192,150.002
193,-150.001
194,-150.001
195,-150.001
196,150.002
197,150.002
198,150.002
199,150.002
200,-150.001
201,-150.001
202,-150.001
203,-150.001
204,150.002
205,150.002
206,150.002
207,-150.001
208,-150.001
209,-150.001
210,150.002
211,150.002
212,150.002
213,150.002
214,150.002
215,150.002
216,150.002
217,-150.001
218,-150.001
219,-150.001
220,-150.001
221,150.002
222,-150.001
223,150.002
224,-150.001
225,-150.001
226,-150.001
227,-150.001
228,150.002
229,150.002
230,150.002
231,150.002
232,-150.001
233,-150.001
234,-150.001
235,-150.001
236,150.003
237,150.002
238,150.002
239,-149.998
240,-150.001
241,-150.001
242,-150.001
243,150.002
244,150.002
245,-150.001
246,-150.001
247,150.002
248,150.002
