0,0,44332.5
0,1,10928.5
0,2,1488.15
0,3,-44332.5
0,4,-10928.5
0,5,-1488.15
0,92,-36874.9
0,93,10895.6
0,94,-13149.6
1,0,3672.91
1,1,44830.9
1,2,9905.64
1,3,-3672.91
1,4,-44830.9
1,5,-9905.64
1,92,-16043.1
1,93,-39307.1
1,94,6291.38
2,0,10069.5
2,1,225.818
2,2,41917.6
2,3,-10069.5
2,4,-225.818
2,5,-41917.6
2,92,7902.9
2,93,-11618
2,94,-38212.6
3,0,-44411.9
3,1,-10948.1
3,2,-1490.81
3,3,44411.9
3,4,10948.1
3,5,1490.81
3,92,36941
3,93,-10915.2
3,94,13173.2
4,0,-3678.35
4,1,-44897.3
4,2,-9920.33
4,3,3678.35
4,4,44897.3
4,5,9920.33
4,92,16066.9
4,93,39365.4
4,94,-6300.71
5,0,-10089.3
5,1,-226.262
5,2,-42000
5,3,10089.3
5,4,226.262
5,5,42000
5,92,-7918.43
5,93,11640.8
5,94,38287.7
6,3,66232.7
6,4,16327.2
6,5,2223.29
6,6,-66232.7
6,7,-16327.2
6,8,-2223.29
6,92,55091.2
6,93,-16278.1
6,94,19645.5
6,95,-55091.2
6,96,16278.1
6,97,-19645.5
7,3,5611.86
7,4,68497.4
7,5,15134.9
7,6,-5611.86
7,7,-68497.4
7,8,-15134.9
7,92,24512.3
7,93,60057.6
7,94,-9612.64
7,95,-24512.3
7,96,-60057.6
7,97,9612.64
8,3,15321.2
8,4,343.591
8,5,63779.3
8,6,-15321.2
8,7,-343.591
8,8,-63779.3
8,92,-12024.6
8,93,17677.2
8,94,58141.9
8,95,12024.6
8,96,-17677.2
8,97,-58141.9
9,3,-66312.7
9,4,-16346.9
9,5,-2225.97
9,6,66312.7
9,7,16346.9
9,8,2225.97
9,92,-55157.7
9,93,16297.8
9,94,-19669.2
9,95,55157.7
9,96,-16297.8
9,97,19669.2
10,3,-5617.22
10,4,-68562.8
10,5,-15149.4
10,6,5617.22
10,7,68562.8
10,8,15149.4
10,92,-24535.8
10,93,-60115
10,94,9621.82
10,95,24535.8
10,96,60115
10,97,-9621.82
11,3,-15341.1
11,4,-344.038
11,5,-63862.2
11,6,15341.1
11,7,344.038
11,8,63862.2
11,92,12040.2
11,93,-17700.2
11,94,-58217.5
11,95,-12040.2
11,96,17700.2
11,97,58217.5
12,6,3559.45
12,7,877.446
12,8,119.483
12,9,-3559.45
12,10,-877.446
12,11,-119.483
12,95,2960.68
12,96,-874.81
12,97,1055.78
12,98,-2960.68
12,99,874.81
12,100,-1055.78
13,6,308.622
13,7,3766.99
13,8,832.338
13,9,-308.622
13,10,-3766.99
13,11,-832.338
13,95,1348.05
13,96,3302.85
13,97,-528.643
13,98,-1348.05
13,99,-3302.85
13,100,528.643
14,6,838.791
14,7,18.8106
14,8,3491.73
14,9,-838.791
